CEP,Position,Title,Link,Place ID,Address,City,State,Phone,Current Opening Hours,Rating,Reviews,Latitude,Longitude,Per Day Opening Hours
01001000,15,Agamat Restaurante,,ChIJlRjZDslZzpQRjW-fADt9CCI,"R. Itapeva, 636 - Bela Vista, São Paulo - SP, 01332-000",São Paulo,SP,+55 11 3251-0992,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 07:00,4.3,183,-23.561180099999998,-46.654097,quinta-feira: 07:00–23:00; sexta-feira: 07:00–23:00; sábado: 07:00–23:00; domingo: 07:00–23:00; segunda-feira: 07:00–23:00; terça-feira: 07:00–23:00; quarta-feira: 07:00–23:00
01001000,16,Central Beirut Restaurante,,ChIJz_4t3jRZzpQRi0C4O8jUKvU,"R. Quintino Bocaiúva, 200 - Sé, São Paulo - SP, 01004-010",São Paulo,SP,+55 11 3104-3354,Fechado ⋅ Abre sex. às 11:00,4.5,386,-23.5503741,-46.6354043,quinta-feira: 11:00–18:30; sexta-feira: 11:00–18:30; sábado: 11:00–15:30; domingo: Fechado; segunda-feira: 11:00–18:30; terça-feira: 11:00–18:30; quarta-feira: 11:00–18:30
01001000,17,Restaurante Sweet Heart - LAOMAZI,https://www.facebook.com/liberdadesweetheart,ChIJX7vf-6hZzpQRdZZUyWr6unk,"R. dos Aflitos, 26 - Liberdade, São Paulo - SP, 01505-030",São Paulo,SP,+55 11 3203-1762,Fechado ⋅ Abre sex. às 10:30,4.5,766,-23.5557365,-46.6347198,quinta-feira: 10:30–20:30; sexta-feira: 10:30–20:30; sábado: 11:00–18:00; domingo: 11:00–17:00; segunda-feira: Fechado; terça-feira: 10:30–20:30; quarta-feira: 10:30–20:30
01001000,19,Restaurante Mari Mariá,https://instagram.com/restaurante_mari_maria?utm_medium=copy_link,ChIJ_w4v8VRYzpQRgI85TJUcStk,"conj 11 primeiro andar, Largo do Café, 14 - Centro Histórico de São Paulo, São Paulo - SP, 01012-030",São Paulo,SP,+55 11 3104-5574,Fechado ⋅ Abre sex. às 11:00,4.4,971,-23.546231799999997,-46.635101399999996,quinta-feira: 11:00–15:30; sexta-feira: 11:00–15:30; sábado: Fechado; domingo: Fechado; segunda-feira: 11:00–15:30; terça-feira: 11:00–15:30; quarta-feira: 11:00–15:30
01001000,6,Sukiya Liberdade,https://www.sukiya-brasil.com.br/,ChIJV0kxa6lZzpQRR-GCx9X9HlQ,"Praça da Liberdade, 63 - Liberdade, São Paulo - SP, 01503-010",São Paulo,SP,+55 11 97658-0784,Fecha em breve ⋅ 22:40 ⋅ Abre sex. às 10:00,4.3,5785,-23.5544795,-46.635136599999996,quinta-feira: 10:00–22:40; sexta-feira: 10:00–22:40; sábado: 10:00–22:40; domingo: 10:00–22:40; segunda-feira: 10:00–22:40; terça-feira: 10:00–22:40; quarta-feira: 10:00–22:40
01001000,8,Sassaki Yakisoba & Sushi,https://sassaki-yakisoba-sushi.negocio.site/?utm_source=gmb&utm_medium=referral,ChIJSzB7KNu_z5QRREiUP3c-2Tc,"R. da Glória, 320 - Liberdade, São Paulo - SP, 01510-000",São Paulo,SP,+55 11 94772-0360,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 11:00,4.5,24,-23.556044399999998,-46.634301199999996,quinta-feira: 11:00–23:00; sexta-feira: 11:00–00:00; sábado: 11:00–23:00; domingo: 18:00–23:00; segunda-feira: 11:00–23:00; terça-feira: 11:00–23:00; quarta-feira: 11:00–23:00
01001000,20,Mugui,https://www.restaurantemugui.com/,ChIJZW9ooKlZzpQRpE2_1q2Udcs,"R. da Glória, 111 - Liberdade, São Paulo - SP, 01510-000",São Paulo,SP,+55 11 3106-8260,Fechado ⋅ Abre sex. às 11:30,4.7,1689,-23.554135499999997,-46.634084099999995,quinta-feira: 11:30–14:30; quinta-feira: 18:30–20:30; sexta-feira: 11:30–14:30; sexta-feira: 18:30–20:30; sábado: 11:30–14:30; sábado: 18:30–20:30; domingo: 11:30–15:00; segunda-feira: Fechado; terça-feira: 11:30–14:30; terça-feira: 18:30–20:30; quarta-feira: 11:30–14:30; quarta-feira: 18:30–20:30
01001000,6,Bar e Restaurante,,ChIJFazPilBYzpQRQwQAefMMXM4,"Av. Ipiranga, 344 - República, São Paulo - SP, 01046-010",São Paulo,SP,+55 11 2189-2929,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 12:00,,,-23.5455047,-46.643721,quinta-feira: 12:00–23:00; sexta-feira: 12:00–23:00; sábado: 12:00–23:00; domingo: 12:00–23:00; segunda-feira: 12:00–23:00; terça-feira: 12:00–23:00; quarta-feira: 12:00–23:00
01001000,9,Restaurante Tempero da Casa,,ChIJsa-nrldYzpQRSPbQkk0HXto,"Av. Prestes Maia, 347 - Centro Histórico de São Paulo, São Paulo - SP, 01031-001",São Paulo,SP,,,1.2,21,-23.5414586,-46.6346492,
01001000,15,Restaurante Mané Baitôla,,ChIJz42siwhZzpQRuEl6X8PqtBs,"R. São Paulo, 374 - Sé, São Paulo - SP, 01513-000",São Paulo,SP,+55 11 3271-0324,Fechado ⋅ Abre sex. às 11:00,4.5,244,-23.5569493,-46.629318999999995,quinta-feira: 11:00–21:00; sexta-feira: 11:00–21:00; sábado: 11:00–21:00; domingo: 08:00–20:00; segunda-feira: Fechado; terça-feira: 11:00–21:00; quarta-feira: 11:00–21:00
01001000,16,Restaurante Tempero da Rose,,ChIJ6Ua9GLpZzpQRPQdWuls_3XU,"R. Maj. Diogo, 433 - Bela Vista, São Paulo - SP, 01324-001",São Paulo,SP,+55 11 3289-0543,Fechado ⋅ Abre sex. às 08:00,4.6,36,-23.5551662,-46.6427268,quinta-feira: 08:00–21:30; sexta-feira: 08:00–00:00; sábado: 10:00–03:00; domingo: 10:00–02:00; segunda-feira: 08:00–21:30; terça-feira: 08:00–21:30; quarta-feira: 08:00–21:30
01001000,17,Restaurante Asia House,http://www.asiahouse.com.br/,ChIJhfs_dalZzpQRwxP5_vUk5nc,"R. da Glória, 86 - Liberdade, São Paulo - SP, 01503-000",São Paulo,SP,+55 11 3106-1159,Fechado ⋅ Abre sex. às 11:30,4.5,916,-23.5539505,-46.6344393,quinta-feira: 11:30–15:30; sexta-feira: 11:30–15:30; sábado: 11:30–15:30; domingo: Fechado; segunda-feira: 11:30–15:30; terça-feira: 11:30–15:30; quarta-feira: 11:30–15:30
01001000,18,Restaurante Satori,,ChIJSbdQ4atZzpQRybaFGJezphU,"Praça Carlos Gomes, 60 - Centro Histórico de São Paulo, São Paulo - SP, 01501-040",São Paulo,SP,+55 11 3242-9738,Fechado ⋅ Abre sex. às 11:30,4.6,388,-23.553088499999998,-46.6358507,quinta-feira: 11:30–14:30; sexta-feira: 11:30–14:30; sábado: 11:30–14:30; domingo: Fechado; segunda-feira: 11:30–14:30; terça-feira: 11:30–14:30; quarta-feira: 11:30–14:30
01001000,19,Restaurante Cantinho De Minas II,,ChIJxaoN7QRZzpQRX8DYlTbV2mI,"Brás, São Paulo - SP, 03040-020",São Paulo,SP,,Fechado ⋅ Abre sex. às 11:00,4.5,356,-23.5506417,-46.6240242,quinta-feira: 11:00–15:00; sexta-feira: 11:00–15:00; sábado: 11:00–15:00; domingo: 11:00–15:00; segunda-feira: 11:00–15:00; terça-feira: 11:00–15:00; quarta-feira: 11:00–15:00
01001000,7,Restaurante e Conveniência Tóquio,https://cardapiodigital.io/bc0671c2-96db-4b92-9f55-b72a1a6a7011,ChIJRynPrPVZzpQRnZnQZ9U6TBQ,"R. Barão de Jaguara - Mooca, São Paulo - SP, 03105-120",São Paulo,SP,+55 11 98359-2206,Aberto 24 horas,,,-23.5556654,-46.617288099999996,quinta-feira: Atendimento 24 horas; sexta-feira: Atendimento 24 horas; sábado: Atendimento 24 horas; domingo: 09:00–00:00; segunda-feira: 08:00–00:00; terça-feira: 08:00–00:00; quarta-feira: Atendimento 24 horas
01001000,20,Restaurante Vegetariano Family,,ChIJB2-8ZKtZzpQRwHPrWu8v6yI,"R. Riachuelo, 100 - Sé, São Paulo - SP, 01005-000",São Paulo,SP,+55 11 3104-5621,Fechado ⋅ Abre sex. às 11:00,4.6,298,-23.5507699,-46.636220599999994,quinta-feira: 11:00–15:00; sexta-feira: 11:00–15:00; sábado: Fechado; domingo: Fechado; segunda-feira: 11:00–15:00; terça-feira: 11:00–15:00; quarta-feira: 11:00–15:00
01001000,2,Rancho da je,,ChIJJQzaIYJZzpQRZPzGLhOfwPY,"galeria, R. Direita, 25 - box 13 - Sé, São Paulo - SP, 01001-000",São Paulo,SP,+55 11 99177-8125,Fechado ⋅ Abre sex. às 09:00,5,2,-23.5491177,-46.6339733,quinta-feira: 09:00–16:30; sexta-feira: 09:00–16:30; sábado: 09:00–16:30; domingo: Fechado; segunda-feira: 09:00–16:30; terça-feira: 09:00–16:30; quarta-feira: 09:00–16:30
01001000,2,Sukiyaki House - Restaurante Tradicional Japonês na Liberdade,https://sukiyakihouse.com.br/,ChIJ_yFkoKlZzpQRyRk6YcG9Sd4,"R. da Glória, 111 - sala 13 - Liberdade, São Paulo - SP, 01510-001",São Paulo,SP,+55 11 3106-4067,Fechado ⋅ Abre sex. às 11:30,4.6,675,-23.5541151,-46.634079199999995,quinta-feira: 11:30–15:00; sexta-feira: 11:30–15:00; sábado: 11:30–21:00; domingo: 11:30–16:00; segunda-feira: 11:30–15:00; terça-feira: 11:30–15:00; quarta-feira: Fechado
01001000,4,Restaurante Sushi Isao,,ChIJZW9ooKlZzpQRLJ3q6Pbalj0,"R. da Glória, 111 - 2º Andar - Liberdade, São Paulo - SP, 01510-001",São Paulo,SP,+55 11 97723-0150,Fechado ⋅ Abre sex. às 11:00,4.7,2391,-23.5541178,-46.6342311,quinta-feira: 11:00–15:00; sexta-feira: 11:00–15:00; sexta-feira: 18:00–21:00; sábado: 11:00–15:00; sábado: 18:00–21:00; domingo: 11:00–15:00; segunda-feira: Fechado; terça-feira: Fechado; quarta-feira: 11:00–15:00
01001000,5,Thai E-San Restaurante Tailandês,https://www.facebook.com/Thai-E-san-Bar-E-Resturante-809788969218725/,ChIJ8c4ovCVZzpQRa3GGPu_zgWY,"Rua Barão de Iguape, 373 - Liberdade, São Paulo - SP, 01507-001",São Paulo,SP,+55 11 95459-6188,Fechado ⋅ Abre sex. às 11:00,4.8,1662,-23.5581627,-46.6333084,quinta-feira: 11:00–16:00; quinta-feira: 18:00–21:30; sexta-feira: 11:00–16:00; sexta-feira: 18:00–21:30; sábado: 11:00–16:00; sábado: 18:00–21:30; domingo: 11:00–16:00; domingo: 18:00–21:30; segunda-feira: 11:00–16:00; segunda-feira: 18:00–21:30; terça-feira: Fechado; quarta-feira: 11:00–16:00; quarta-feira: 18:00–21:30
01001000,6,Restaurante Ragonezi,,ChIJGaezzzVYzpQRMWS4RRxx9c8,"R. Frei Caneca, 647 - Complemento 649 - Bela Vista, São Paulo - SP, 01307-001",São Paulo,SP,+55 11 2157-5584,Fechado ⋅ Abre sex. às 11:00,4.5,200,-23.55405,-46.653413799999996,quinta-feira: 11:00–15:30; sexta-feira: 11:00–15:30; sábado: 11:30–15:30; domingo: Fechado; segunda-feira: 11:00–15:30; terça-feira: 11:00–15:30; quarta-feira: 11:00–15:30
01001000,1,Caribbean Bar & Restaurant,http://instagram.com/caribbeanresto,ChIJpViulNNZzpQRj_CAylzVKFA,"Rua Barão de Iguape, 645 - Liberdade, São Paulo - SP, 01507-001",São Paulo,SP,,,4.2,25,-23.5580279,-46.630684099999996,
01001000,8,RESTAURANTE TERRA MINEIRA NA CONSOLAÇÃO,,ChIJvzlEuElYzpQR5bmC7svlvcU,"R. Maria Antônia, 140 - LOJA 02 - Consolação, São Paulo - SP, 01222-010",São Paulo,SP,+55 11 4077-0800,Fechado ⋅ Abre sex. às 11:00,4.1,43,-23.5470024,-46.6498613,quinta-feira: 11:00–21:30; sexta-feira: 11:00–21:30; sábado: 12:00–17:00; domingo: 12:00–16:00; segunda-feira: 11:00–21:30; terça-feira: 11:00–21:30; quarta-feira: 11:00–21:30
01001000,9,Restaurante Galeria 18,,ChIJ3erWhNlZzpQRqSTCaa7t_-4,"R. São Bento, 315 - Loja 18 - Sé, São Paulo - SP, 01011-000",São Paulo,SP,+55 11 95289-7070,Fechado ⋅ Abre sex. às 07:00,4.3,3,-23.5464537,-46.6354259,quinta-feira: 07:00–18:00; sexta-feira: 07:00–18:00; sábado: Fechado; domingo: Fechado; segunda-feira: 07:00–18:00; terça-feira: 07:00–18:00; quarta-feira: 07:00–18:00
01001000,3,Amara Restaurante,,ChIJu5HJ_LVZzpQRMIXxouMQlPk,"R. Itapeva, 125 - Bela Vista, São Paulo - SP, 01332-090",São Paulo,SP,+55 11 3251-0803,Fechado ⋅ Abre sex. às 11:00,4.4,213,-23.5583393,-46.6506367,quinta-feira: 11:00–15:00; sexta-feira: 11:00–15:00; sábado: Fechado; domingo: Fechado; segunda-feira: 11:00–15:00; terça-feira: 11:00–15:00; quarta-feira: 11:00–15:00
01001000,11,Restaurante Fuji,http://www.goomer.app/fuji-restaurante,ChIJtw4JpahZzpQRAioJ73Y39Ko,"R. Thomaz Gonzaga, 36 - Liberdade, São Paulo - SP, 01506-020",São Paulo,SP,+55 11 3271-7052,Fechado ⋅ Abre sex. às 11:30,4.6,1718,-23.5578327,-46.6360817,quinta-feira: 11:30–15:00; quinta-feira: 18:30–21:30; sexta-feira: 11:30–15:00; sexta-feira: 18:30–21:30; sábado: 11:30–15:00; sábado: 18:30–21:30; domingo: 11:30–16:00; segunda-feira: Fechado; terça-feira: 11:30–15:00; terça-feira: 18:30–21:30; quarta-feira: 11:30–15:00; quarta-feira: 18:30–21:30
01001000,10,Athenas Restaurante,http://athenasrestaurante.com.br/,ChIJU7rK1MxZzpQR_gMarvplads,"R. Augusta, 1449 - Consolação, São Paulo - SP, 01305-100",São Paulo,SP,+55 11 3262-1945,Aberto ⋅ Fecha às 02:30,4.5,14714,-23.556510199999998,-46.658149099999996,quinta-feira: 11:00–02:30; sexta-feira: 11:00–02:30; sábado: 11:00–02:30; domingo: 11:00–02:30; segunda-feira: 11:00–02:30; terça-feira: 11:00–02:30; quarta-feira: 11:00–02:30
01001000,13,Restaurante Itapeva Delivery,,ChIJH_vp-rVZzpQRySEIsbou390,"R. Itapeva, 116 - Bela Vista, São Paulo - SP, 01332-000",São Paulo,SP,+55 11 3253-4086,Fechado ⋅ Abre sex. às 11:00,4,23,-23.558069,-46.650698,quinta-feira: 11:00–16:00; sexta-feira: 11:00–16:00; sábado: 11:00–16:00; domingo: 11:00–16:00; segunda-feira: 11:00–16:00; terça-feira: 11:00–16:00; quarta-feira: 11:00–16:00
01001000,14,DNA Restaurante,https://www.facebook.com/DNARestaurante/,ChIJdUgpXctZzpQRfIruK0Dy43E,"Rua Peixoto Gomide, 295 - Cerqueira César, São Paulo - SP, 01409-000",São Paulo,SP,+55 11 93232-4911,Fechado ⋅ Abre sex. às 11:00,4.2,333,-23.5564935,-46.6553641,quinta-feira: 11:00–15:30; sexta-feira: 11:00–15:30; sábado: Fechado; domingo: Fechado; segunda-feira: 11:00–15:30; terça-feira: 11:00–15:30; quarta-feira: 11:00–15:30
01001000,15,Wanri Oriental,,ChIJcavYmqhZzpQRJ0qS6u7dlzs,"R. Galvão Bueno, 205 - Liberdade, São Paulo - SP, 01506-000",São Paulo,SP,+55 11 3209-3092,Fechado ⋅ Abre sex. às 11:00,4.5,1391,-23.557444999999998,-46.6349527,quinta-feira: 11:00–17:00; sexta-feira: 11:00–21:00; sábado: 11:00–21:00; domingo: 11:00–21:00; segunda-feira: 11:00–17:00; terça-feira: 11:00–17:00; quarta-feira: Fechado
01001000,16,Restaurante Segredos de Minas - Bela Cintra,,ChIJZ8uonDJYzpQRbPKn9VesMA8,"R. Bela Cintra, 919 - Consolação, São Paulo - SP, 01415-000",São Paulo,SP,+55 11 3214-5315,Aberto ⋅ Fecha à 00:00,4.4,3810,-23.5554095,-46.6605533,quinta-feira: 11:30–00:00; sexta-feira: 11:30–00:00; sábado: 11:30–00:00; domingo: 11:30–23:00; segunda-feira: 11:30–23:00; terça-feira: 11:30–23:00; quarta-feira: 11:30–00:00
01001000,17,Restaurante America Higienopolis,https://www.restauranteamerica.com.br/,ChIJMZo8ljtYzpQRhYowWqaeFco,"Av. Higienópolis, 618 - Consolacao, São Paulo - SP, 01238-000",São Paulo,SP,+55 11 5644-2222,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 11:30,4.4,1240,-23.5423802,-46.6571673,quinta-feira: 11:30–23:00; sexta-feira: 11:30–21:00; sábado: 11:30–23:00; domingo: 11:30–23:00; segunda-feira: 11:30–23:00; terça-feira: 11:30–23:00; quarta-feira: 11:30–23:00
01001000,7,Mattos Restaurante,,ChIJGdwH1M1ZzpQRJaiXSU2jfBo,"Alameda Santos, 1838 - Jardim Paulista, São Paulo - SP, 01418-200",São Paulo,SP,+55 11 3253-1596,Aberto ⋅ Fecha à 00:00,4.3,356,-23.5610862,-46.6587028,quinta-feira: 07:00–00:00; sexta-feira: 07:00–00:00; sábado: 10:00–20:00; domingo: Fechado; segunda-feira: 07:00–00:00; terça-feira: 07:30–00:00; quarta-feira: 07:00–00:00
01001000,19,Theodora Restaurante,http://business.google.com/website/theodora-restaurante,ChIJqZMJbORYzpQRmqaXojLLAuM,"Shopping Mega Pólo Moda, R. Barão de Ladário, 566 - 3°andar - Brás, São Paulo - SP, 03010-030",São Paulo,SP,+55 11 2886-6725,Fechado ⋅ Abre sex. às 08:30,4.4,277,-23.5368413,-46.618559999999995,quinta-feira: 07:00–17:30; sexta-feira: 08:30–17:00; sábado: Fechado; domingo: Fechado; segunda-feira: 07:00–17:30; terça-feira: 07:00–17:30; quarta-feira: 07:00–17:30
01001000,20,Biyou'Z Gastronomia Africana,https://www.biyouzrestauranteafricano.com.br/,ChIJn4k2wMRZzpQRLYRvili_yAI,"R. Fernando de Albuquerque, 95 - Consolação, São Paulo - SP, 01309-030",São Paulo,SP,+55 11 2339-1220,Aberto ⋅ Fecha à 00:00,4.5,511,-23.5544135,-46.6575941,quinta-feira: 12:00–00:00; sexta-feira: 12:00–00:00; sábado: 12:00–00:00; domingo: 12:00–00:00; segunda-feira: 12:00–00:00; terça-feira: 12:00–00:00; quarta-feira: 12:00–00:00
01001000,12,Old House Restaurante,,ChIJCTbNo8hZzpQR-NLQxJLcAB0,"Alameda Santos, 1307 - Jardim Paulista, São Paulo - SP, 01419-001",São Paulo,SP,+55 11 3284-8120,Fechado ⋅ Abre sex. às 11:00,4.3,873,-23.5644687,-46.655026799999995,quinta-feira: 11:00–15:30; sexta-feira: 11:00–15:30; sábado: Fechado; domingo: Fechado; segunda-feira: 11:00–15:30; terça-feira: 11:00–15:30; quarta-feira: 11:00–15:30
01001000,18,Pastel de Feira,,ChIJ4-chGqtZzpQRt8mg8lyE954,"Rua Benjamim Constant 76 - Pca da Sé, São Paulo - SP, 01005-000",São Paulo,SP,+55 11 98104-0430,Fechado ⋅ Abre sex. às 09:00,4.8,10,-23.5498509,-46.634807099999996,quinta-feira: 09:00–19:00; sexta-feira: 09:00–19:00; sábado: 09:00–16:00; domingo: Fechado; segunda-feira: 09:00–19:00; terça-feira: 09:00–19:00; quarta-feira: 09:00–19:00
01001000,6,Restaurante Cantinho do Sabor,,ChIJa9utMExYzpQRs_zN3IYlzeY,"Condomínio Edificio Barão de Penedo - R. da Consolação, 331/323 - Centro Histórico de São Paulo, São Paulo - SP, 01301-000",São Paulo,SP,+55 11 3257-5548,Fechado ⋅ Abre sex. às 11:00,4.5,67,-23.548244399999998,-46.6445693,quinta-feira: 11:00–15:30; sexta-feira: 11:00–15:30; sábado: Fechado; domingo: Fechado; segunda-feira: 11:00–15:30; terça-feira: 11:00–15:30; quarta-feira: 11:00–15:30
01001000,18,Restaurante Flor Da 25,,ChIJue7v4ldYzpQRFgKViAeXtrc,"R. Vinte e Cinco de Março, 1283 - Luz, São Paulo - SP, 01021-100",São Paulo,SP,+55 11 3326-0781,Fechado ⋅ Abre sex. às 06:00,4.2,248,-23.538432399999998,-46.6321229,quinta-feira: 06:00–20:00; sexta-feira: 06:00–20:00; sábado: 06:00–17:00; domingo: 07:00–14:00; segunda-feira: 06:00–20:00; terça-feira: 06:00–20:00; quarta-feira: 06:00–20:00
01001000,17,Luk Restaurante,http://www.facebook.com/lukrestaurante,ChIJqZsVqjRYzpQRLDmNODtL2fg,"R. Frei Caneca, 953 - Bela Vista, São Paulo - SP, 01307-003",São Paulo,SP,+55 11 3253-6748,Fechado ⋅ Abre sex. às 11:00,4.4,311,-23.5554341,-46.655892099999996,quinta-feira: 11:00–15:00; sexta-feira: 11:00–15:00; sábado: Fechado; domingo: Fechado; segunda-feira: 11:00–15:00; terça-feira: 11:00–15:00; quarta-feira: 11:00–15:00
01001000,12,31 Restaurante,https://www.31restaurante.com.br/,ChIJQ_Y0yjNZzpQRGWgpffxElqQ,"R. Rego Freitas, 301 - República, São Paulo - SP, 01220-010",São Paulo,SP,+55 11 3361-3384,Fechado ⋅ Abre sex. às 12:00,4.3,122,-23.5445033,-46.6465082,quinta-feira: 12:00–15:00; quinta-feira: 19:00–22:00; sexta-feira: 12:00–15:00; sexta-feira: 19:00–22:00; sábado: 12:00–16:00; sábado: 19:00–22:00; domingo: 12:00–16:00; segunda-feira: Fechado; terça-feira: 12:00–15:00; terça-feira: 19:00–22:00; quarta-feira: 12:00–15:00; quarta-feira: 19:00–22:00
01001000,1,FILÉ Restaurante & Bar,http://www.filerestaurante.com.br/,ChIJKaceantZzpQRlWbW-b4NVVA,"Av. Lins de Vasconcelos, 1515 - Vila Deodoro, São Paulo - SP, 01537-001",São Paulo,SP,+55 11 2219-2333,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 11:00,4.4,1940,-23.5768536,-46.6235357,quinta-feira: 11:00–23:00; sexta-feira: 11:00–23:00; sábado: 11:00–23:00; domingo: 11:00–17:00; segunda-feira: 11:00–16:00; terça-feira: 11:00–23:00; quarta-feira: 11:00–23:00
01001000,2,Casimiro Restaurante,,ChIJD9MOMGhYzpQRdQlAnicBV48,"Campos Elíseos, São Paulo - SP, 01216-000",São Paulo,SP,,,3.7,3,-23.5315726,-46.6434006,
01001000,4,Bar e Restaurante A Ribeira,,ChIJde_BJO5ZzpQR7GRRC3js5-E,"Alameda Ribeiro da Silva, 909 - Campos Elíseos, São Paulo - SP, 01217-010",São Paulo,SP,+55 11 97805-9991,Fechado ⋅ Abre sex. às 11:30,4.8,157,-23.5339015,-46.6513481,quinta-feira: 11:30–14:30; sexta-feira: 11:30–00:00; sábado: 15:00–00:00; domingo: Fechado; segunda-feira: 11:30–14:30; terça-feira: 11:30–14:30; quarta-feira: 11:30–14:30
01001000,6,Kyodai Restaurante,,ChIJ-SvcM9dZzpQRolgEBBdQjDM,"Via 16, R. Direita, 61/65 - Centro Histórico de São Paulo, São Paulo - SP, 01002-001",São Paulo,SP,,,,,-23.5485719,-46.634758399999996,
01001000,7,Santa Vitória -Lanchonete e Restaurante,,ChIJAaIMqedYzpQRyN4_ZVyk-eY,"R. Silva Teles, 291 - Pari, São Paulo - SP, 03026-001",São Paulo,SP,+55 11 2291-4534,Fechado ⋅ Abre sex. às 06:00,4.8,36,-23.534019999999998,-46.614656,quinta-feira: 06:00–18:00; sexta-feira: 06:00–18:00; sábado: 06:00–14:30; domingo: Fechado; segunda-feira: 06:00–18:00; terça-feira: 06:00–18:00; quarta-feira: 06:00–18:00
01001000,8,Restaurante Recanto dos Sabores,,ChIJhTti8cBZzpQRWEGjjpBJKfQ,"Alameda Sarutaiá, 49 - Jardim Paulista, São Paulo - SP, 01403-010",São Paulo,SP,+55 11 3887-0036,Fechado ⋅ Abre sex. às 11:00,4.6,141,-23.5707977,-46.652738199999995,quinta-feira: 11:00–16:00; sexta-feira: 11:00–16:00; sábado: 11:00–16:00; domingo: Fechado; segunda-feira: 11:00–16:00; terça-feira: 11:00–16:00; quarta-feira: 11:00–16:00
01001000,9,Vasto Restaurante,http://www.vastorestaurante.com/,ChIJuxjBPVZZzpQRSVKs40Ekrfk,"Rua Haddock Lobo, 1573 - Cerqueira César, São Paulo - SP, 01414-003",São Paulo,SP,+55 11 3377-7733,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 12:00,4.9,5422,-23.5644702,-46.6681709,quinta-feira: 12:00–15:30; quinta-feira: 18:00–23:00; sexta-feira: 12:00–00:00; sábado: 12:00–00:00; domingo: 12:00–22:00; segunda-feira: 12:00–15:30; segunda-feira: 18:00–23:00; terça-feira: 12:00–15:30; terça-feira: 18:00–23:00; quarta-feira: 12:00–15:30; quarta-feira: 18:00–23:00
01001000,10,Gusto Restaurante,https://gusto-restaurante.negocio.site/?utm_source=gmb&utm_medium=referral,ChIJFyIGj9JZzpQR6BVgEzTkhBU,"R. Augusta, 1933 - Cerqueira César, São Paulo - SP, 01413-000",São Paulo,SP,+55 11 99745-0882,Fechado ⋅ Abre sex. às 12:00,4.6,191,-23.559566099999998,-46.6615264,quinta-feira: 12:00–15:00; sexta-feira: 12:00–15:00; sábado: Fechado; domingo: Fechado; segunda-feira: 12:00–15:00; terça-feira: 12:00–15:00; quarta-feira: 12:00–15:00
01001000,11,Don Maitre Restaurante,,ChIJ3bZ8mxb3zpQRkjKCtWuz-Iw,"R. Monte Alegre, 835 - Perdizes, São Paulo - SP, 05014-000",São Paulo,SP,+55 11 3801-3750,Aberto ⋅ Fecha às 23:30,4.8,29,-23.537487,-46.669713099999996,quinta-feira: 06:30–23:30; sexta-feira: 06:30–23:30; sábado: 06:30–23:30; domingo: 06:30–23:30; segunda-feira: 06:30–23:30; terça-feira: 06:30–23:30; quarta-feira: 06:30–23:30
01001000,12,Restaurante,,ChIJpY9n5QZZzpQR5QL-SsLHDV8,"R. Augusta - Consolação, São Paulo - SP, 01304-001",São Paulo,SP,,,,,-23.5539749,-46.655794,
01001000,13,Restaurante Casa do Norte,,ChIJAWLpjBNYzpQRyyH114OrqAY,"R. Barra Funda, 341 - Barra Funda, São Paulo - SP, 01152-000",São Paulo,SP,+55 11 3662-1434,Fechado ⋅ Abre sex. às 07:00,4.5,1177,-23.5310521,-46.654795799999995,quinta-feira: 07:00–22:00; sexta-feira: 07:00–22:00; sábado: 07:00–22:00; domingo: 09:30–18:30; segunda-feira: 07:00–22:00; terça-feira: 07:00–22:00; quarta-feira: 07:00–22:00
