CEP,Position,Title,Link,Place ID,Address,City,State,Phone,Current Opening Hours,Rating,Reviews,Latitude,Longitude,Per Day Opening Hours
01001000,14,Restaurante Arabia,https://arabia.com.br/,ChIJjz8qP9RZzpQR1SzU4R_ftZE,"Rua Haddock Lobo, 1397 - Jardins, São Paulo - SP, 01414-003",São Paulo,SP,+55 11 3061-3234,Fecha em breve ⋅ 22:45 ⋅ Abre sex. às 12:00,4.5,1392,-23.563399699999998,-46.6668989,quinta-feira: 12:00–22:45; sexta-feira: 12:00–23:45; sábado: 12:00–23:45; domingo: 12:00–22:45; segunda-feira: 12:00–22:45; terça-feira: 12:00–22:45; quarta-feira: 12:00–22:45
01001000,16,Restaurante Catu,,ChIJsT27eJdZzpQRH6K75WzOIfc,"R. Maestro Cardim, 1272 - Bela Vista, São Paulo - SP, 01323-001",São Paulo,SP,+55 11 95228-4907,Fechado ⋅ Abre sex. às 11:30,4.5,222,-23.5722886,-46.642032699999994,quinta-feira: 11:30–15:00; sexta-feira: 11:30–15:00; sábado: Fechado; domingo: Fechado; segunda-feira: 11:30–15:00; terça-feira: 11:30–15:00; quarta-feira: 11:30–15:00
01001000,17,Halal Taj Mahal Restaurante,,ChIJg-BwsihZzpQR58c1cgNeO5w,"R. Barão de Ladário, 857 - Pari, São Paulo - SP, 03010-000",São Paulo,SP,,,3.3,38,-23.5344505,-46.6191007,
01001000,18,Moah Restaurante,http://www.moahrestaurante.com.br/,ChIJo7GPFTdZzpQRSoBlM-Jr7Xw,"Praça Gen. Polidoro, 111 - Aclimação, São Paulo - SP, 01531-050",São Paulo,SP,+55 11 95884-7086,Fechado ⋅ Abre sex. às 12:00,4.7,962,-23.5717709,-46.6304346,quinta-feira: 12:00–14:00; quinta-feira: 18:00–21:00; sexta-feira: 12:00–14:00; sexta-feira: 18:00–21:00; sábado: 12:00–14:30; sábado: 18:00–21:00; domingo: 12:00–14:30; domingo: 18:00–21:00; segunda-feira: Fechado; terça-feira: 12:00–14:00; terça-feira: 18:00–21:00; quarta-feira: 12:00–14:00; quarta-feira: 18:00–21:00
01001000,15,Capanema Restaurante,https://www.capanemagastronomia.com.br/,ChIJxyDeyzVZzpQRfo_Z8g4CmAs,"R. Barão de Capanema, 551 - Jardim Paulista, São Paulo - SP, 01411-011",São Paulo,SP,+55 11 95890-9530,Fecha em breve ⋅ 23:00 ⋅ Abre sáb. às 20:00,4.8,26,-23.5663113,-46.667647599999995,quinta-feira: 12:00–15:00; quinta-feira: 19:00–23:00; sexta-feira: Fechado; sábado: 20:00–23:55; domingo: 12:00–15:00; domingo: 19:00–22:00; segunda-feira: 12:00–15:00; segunda-feira: 19:00–22:00; terça-feira: 12:00–15:00; terça-feira: 19:00–23:00; quarta-feira: 12:00–15:00; quarta-feira: 19:00–23:00
01001000,19,Lanchonete e Restaurante Caju Verde,,ChIJnemSe51ZzpQRSRTrSYFAe-U,"Av. Nove de Julho, 3622 - Jardim Paulista, São Paulo - SP, 01406-000",São Paulo,SP,+55 11 2597-5041,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 06:00,4.3,92,-23.5706337,-46.6628725,quinta-feira: 06:00–23:00; sexta-feira: 06:00–23:00; sábado: 06:00–23:00; domingo: Fechado; segunda-feira: 06:00–23:00; terça-feira: 06:00–23:00; quarta-feira: 06:00–23:00
01001000,20,Jacob Restaurante,http://www.jacobrestaurante.com.br/,ChIJSUceQJZZzpQR6KTbkFLU0X0,"R. Dr. Rafael de Barros, 91 - Paraíso, São Paulo - SP, 04003-041",São Paulo,SP,+55 11 3057-3137,Fechado ⋅ Abre sex. às 10:00,4.5,736,-23.572233,-46.645198,quinta-feira: 10:00–17:00; sexta-feira: 10:00–17:00; sábado: 10:00–17:00; domingo: Fechado; segunda-feira: 10:00–17:00; terça-feira: 10:00–17:00; quarta-feira: 10:00–17:00
01001000,3,Muquifo Restaurante,http://www.muquiforestaurante.com.br/,ChIJRSGOq4pZzpQRyDDsgNy8HMU,"R. Bela Cintra, 1569 - Cerqueira César, São Paulo - SP, 01415-001",São Paulo,SP,+55 11 98232-7677,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 12:00,4.4,747,-23.559559999999998,-46.665033099999995,quinta-feira: 12:00–15:00; quinta-feira: 19:00–23:00; sexta-feira: 12:00–15:00; sexta-feira: 19:00–23:00; sábado: 12:00–16:00; sábado: 19:30–23:00; domingo: 12:00–17:00; segunda-feira: Fechado; terça-feira: 12:00–15:00; terça-feira: 19:00–23:00; quarta-feira: 12:00–15:00; quarta-feira: 19:00–23:00
01001000,5,Rex Restaurante,https://m.facebook.com/restauranterex/?locale2=pt_BR,ChIJq8Ds2dRZzpQRLT3YUeE_aFg,"R. da Consolação, 3193 - Cerqueira César, São Paulo - SP, 01416-001",São Paulo,SP,,Aberto ⋅ Fecha às 04:00,4.4,464,-23.5604768,-46.667853099999995,quinta-feira: 20:00–04:00; sexta-feira: 20:00–05:00; sábado: 20:00–04:00; domingo: Fechado; segunda-feira: 20:00–04:00; terça-feira: 20:00–04:00; quarta-feira: 20:00–04:00
01001000,1,Huadu Restaurante 华都酒楼,,ChIJGZRVCWdZzpQRFz2Ei-pOy8E,"Av. Sen. Queirós, 369 - Santa Ifigênia, São Paulo - SP, 01026-001",São Paulo,SP,,,,,-23.5391263,-46.632473,
01001000,4,Churrascaria Cho sun Gal bi Liberdade,https://www.instagram.com/churrascariachosungalbiliba/,ChIJKyDsQYxZzpQRLkbcvPbK8hs,"R. da Glória, 663 - São Paulo, SP, 01510-001",São Paulo,SP,+55 11 3277-1082,Fechado ⋅ Abre sex. às 12:00,5,4,-23.559051099999998,-46.6337141,quinta-feira: 12:00–14:30; quinta-feira: 17:30–22:00; sexta-feira: 12:00–14:30; sexta-feira: 17:30–22:00; sábado: 12:00–15:30; sábado: 17:30–22:00; domingo: 12:00–20:00; segunda-feira: Fechado; terça-feira: 12:00–14:30; terça-feira: 17:30–22:00; quarta-feira: 12:00–14:30; quarta-feira: 17:30–22:00
01001000,5,Vivace Gastronomia,,ChIJ9-VhjVxYzpQRVOBQt5ohttw,"Praça Júlio Prestes, 16 - Campos Elíseos, São Paulo - SP, 01218-020",São Paulo,SP,+55 11 3333-3441,Fechado ⋅ Abre sex. às 12:00,4.5,116,-23.5346352,-46.639683299999994,quinta-feira: 12:00–15:00; sexta-feira: 12:00–15:00; sábado: Fechado; domingo: Fechado; segunda-feira: 12:00–15:00; terça-feira: 12:00–15:00; quarta-feira: 12:00–15:00
01001000,6,McDonald's,https://www.mcdonalds.com.br/?utm_source=[gmb]&utm_medium=[website][SBT]&utm_campaign=[youmap][digital],ChIJPaIYlFRYzpQRVhCjyJ9VgyY,"R. São Bento, 215 - Centro Histórico de São Paulo, São Paulo - SP, 01011-000",São Paulo,SP,+55 11 3105-1553,Fechado ⋅ Abre sex. às 08:00,4,4050,-23.547137499999998,-46.6358618,quinta-feira: 08:00–19:00; sexta-feira: 08:00–19:00; sábado: 08:00–18:00; domingo: Fechado; segunda-feira: 08:00–19:00; terça-feira: 08:00–19:00; quarta-feira: 08:00–19:00
01001000,7,Flor do Paraíso - Lanchonete e Restaurante,,ChIJq8K-mppZzpQRFK99iwMkUjk,"R. Domingos de Morais, 26 - Vila Mariana, São Paulo - SP, 04010-000",São Paulo,SP,+55 11 5084-2409,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 06:00,4.3,4539,-23.5774214,-46.6410781,quinta-feira: 06:00–23:00; sexta-feira: 06:00–23:00; sábado: 06:00–23:00; domingo: 06:00–23:00; segunda-feira: 06:00–23:00; terça-feira: 06:00–23:00; quarta-feira: 06:00–23:00
01001000,8,Hamburgueria e restaurante França,,ChIJKX4kyGlZzpQReTuEUyzpeSo,"R. Conselheiro Crispiniano, 91 - Centro Histórico de São Paulo, São Paulo - SP, 01037-000",São Paulo,SP,,Fechado ⋅ Abre sex. às 08:00,,,-23.5461848,-46.639989299999996,quinta-feira: 08:00–18:00; sexta-feira: 08:00–22:00; sábado: 11:00–15:00; domingo: Fechado; segunda-feira: 08:00–18:00; terça-feira: 08:00–18:00; quarta-feira: 08:00–18:00
01001000,9,Rosa Delícias Árabes,,ChIJ2cwJe0lZzpQRI7KIyILV3Ks,"Av. São João, 292 - Centro Histórico de São Paulo, São Paulo - SP, 01036-000",São Paulo,SP,+55 11 3361-8585,Fechado ⋅ Abre sex. às 10:00,5,8,-23.5439229,-46.6371827,quinta-feira: 10:00–20:00; sexta-feira: 10:00–20:00; sábado: 10:00–20:00; domingo: Fechado; segunda-feira: 10:00–20:00; terça-feira: 10:00–20:00; quarta-feira: 10:00–20:00
01001000,10,Restaurante Katarina,,ChIJmYpEC2pYzpQR9qzpl1JIWhs,"Alameda Nothmann, 682 - Campos Elíseos, São Paulo - SP, 01216-001",São Paulo,SP,+55 11 3337-7947,Fechado ⋅ Abre sex. às 11:00,4.4,692,-23.533250799999998,-46.6477317,quinta-feira: 11:00–15:00; sexta-feira: 11:00–15:00; sábado: Fechado; domingo: Fechado; segunda-feira: 11:00–15:00; terça-feira: 11:00–15:00; quarta-feira: 11:00–15:00
01001000,11,Sushi Bar Japas,,ChIJZfyHC7BZzpQRvmroMF1rlho,"R. Prof. Sebastião Soares de Faria, 49 - Bela Vista, São Paulo - SP, 01317-010",São Paulo,SP,+55 11 94044-4916,Fechado ⋅ Abre sex. às 11:30,4.5,242,-23.5601415,-46.6425888,quinta-feira: 11:30–22:00; sexta-feira: 11:30–22:00; sábado: 12:00–22:00; domingo: Fechado; segunda-feira: 11:30–22:00; terça-feira: 11:30–22:00; quarta-feira: 11:30–22:00
01001000,12,"Coco Bambu Conceito Pátio Paulista: Restaurante, Peixe, Camarão, Carnes, SP",https://cocobambu.com/unidades/conceito-patio-paulista/,ChIJyeXlAAtZzpQRIhbWntaBqEs,"R. Treze de Maio, 1933 - Bela Vista, São Paulo - SP, 01327-001",São Paulo,SP,+55 11 3266-7121,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 11:30,4.8,6077,-23.5706329,-46.6435203,quinta-feira: 11:30–23:00; sexta-feira: 11:30–00:00; sábado: 11:30–00:00; domingo: 11:30–22:00; segunda-feira: 11:30–23:00; terça-feira: 11:30–23:00; quarta-feira: 11:30–23:00
01001000,3,Salada Paulistana,http://saladapaulistana.com/,ChIJeUbj1PhYzpQRmj210Dr0h1s,"Rua da Cantareira, 306 (Dentro do Mercadão Municipal de São Paulo - Rua J Box 24/26 - Centro Histórico de São Paulo, São Paulo - SP, 01024-100",São Paulo,SP,+55 11 3227-1035,Fechado ⋅ Abre sex. às 09:00,3.8,94,-23.541765899999998,-46.629393799999995,quinta-feira: 09:00–18:00; sexta-feira: 09:00–18:00; sábado: 09:00–18:00; domingo: 09:00–17:00; segunda-feira: 09:00–18:00; terça-feira: 09:00–18:00; quarta-feira: 09:00–18:00
01001000,2,Gran Via,http://www.melia.com/pt/hoteis/brasil/sao-paulo/melia-paulista/index.html,ChIJYQU2rdNZzpQRobz8VeW91ds,"Av. Paulista, 2181 - Consolação, São Paulo - SP, 01311-300",São Paulo,SP,,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 12:00,4.2,70,-23.5579128,-46.660846299999996,quinta-feira: 12:00–15:00; quinta-feira: 19:00–23:00; sexta-feira: 12:00–15:00; sexta-feira: 19:00–23:00; sábado: 12:00–15:00; sábado: 19:00–23:00; domingo: 12:00–15:00; domingo: 19:00–23:00; segunda-feira: 12:00–15:00; segunda-feira: 19:00–23:00; terça-feira: 12:00–15:00; terça-feira: 19:00–23:00; quarta-feira: 12:00–15:00; quarta-feira: 19:00–23:00
01001000,18,Santa Cecília Wine Bar,,ChIJcasMAR5ZzpQRFXaWoUMUgsk,"Alameda Nothmann, 940 - Campos Elíseos, São Paulo - SP, 01216-001",São Paulo,SP,+55 11 94617-0856,,,,-23.534702499999998,-46.649646399999995,
01001000,1,Cidade______,https://instagram.com/cidade______?igshid=MWZjMTM2ODFkZg==,ChIJmfe8fbFZzpQRXhVsHTj5Lbk,"R. Gen. Júlio Marcondes Salgado, 321 - Campos Elíseos, São Paulo - SP, 01201-020",São Paulo,SP,+55 11 95878-2195,Aberto ⋅ Fecha à 01:00,4.5,2,-23.534585699999997,-46.6519865,quinta-feira: 19:00–01:00; sexta-feira: 19:00–01:00; sábado: 19:00–01:00; domingo: 16:00–23:00; segunda-feira: Fechado; terça-feira: Fechado; quarta-feira: Fechado
01001000,17,Marmitaria Central,https://www.marmitariacentral.com.br/,ChIJoz2AsbVZzpQRrgWj0OCayK8,"Alameda Barão de Piracicaba, 170 - Campos Elíseos, São Paulo - SP, 01216-011",São Paulo,SP,+55 11 97744-7421,Fechado ⋅ Abre sex. às 12:00,,,-23.534557799999998,-46.642310099999996,quinta-feira: 12:00–21:00; sexta-feira: 12:00–21:00; sábado: 11:00–14:00; domingo: Fechado; segunda-feira: 12:00–21:00; terça-feira: 12:00–21:00; quarta-feira: 12:00–21:00
01001000,18,Atmosfera Restaurante,http://www.facebook.com/restauranteatmosfera,ChIJCxpsf1BZzpQRraH-YSbQlOg,"R. Domingos de Morais, 90 - Vila Mariana, São Paulo - SP, 04010-000",São Paulo,SP,+55 11 2776-7615,Fechado ⋅ Abre sex. às 11:00,4.4,315,-23.5780583,-46.6412374,quinta-feira: 11:00–15:00; sexta-feira: 11:00–15:00; sábado: 11:00–15:00; domingo: Fechado; segunda-feira: 11:00–15:00; terça-feira: 11:00–15:00; quarta-feira: 11:00–15:00
01001000,16,O Melhor Restaurante,,ChIJfcTUGWdZzpQRFQK2kPCQZY4,"R. Eng. Prudente, 351 - Vila Monumento, São Paulo - SP, 01550-000",São Paulo,SP,,,,,-23.573282,-46.614439399999995,
01001000,19,La Braciera Pizzaria - Pizza Napoletana,https://labraciera.com.br/,ChIJ9YKDgBdYzpQRwOecNXscrg8,"R. Conselheiro Brotero, 1120 - Santa Cecilia, São Paulo - SP, 01232-011",São Paulo,SP,+55 11 94114-1120,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 18:00,4.6,1418,-23.5360434,-46.660861,quinta-feira: 18:00–23:00; sexta-feira: 18:00–00:00; sábado: 18:00–23:00; domingo: 18:00–23:00; segunda-feira: 18:00–23:00; terça-feira: 18:00–23:00; quarta-feira: 18:00–23:00
01001000,14,RESTAURANTE B&B,,ChIJ7VYE7xlZzpQRqruqrq6RchY,"R. Guarani, 465 - Bom Retiro, São Paulo - SP, 01123-040",São Paulo,SP,+55 11 99849-9770,Aberto ⋅ Fecha à 00:00,,,-23.5276438,-46.638269099999995,quinta-feira: 17:30–00:00; sexta-feira: 17:30–00:00; sábado: 17:30–00:00; domingo: Fechado; segunda-feira: 17:30–00:00; terça-feira: 17:30–00:00; quarta-feira: 17:30–00:00
01001000,20,Restaurante Estância Mineira,,ChIJKbZ2uYtYzpQR-OubmbnZU80,"R. Eduardo Chaves, 162 - Luz, São Paulo - SP, 01109-060",São Paulo,SP,+55 11 98271-9671,Fechado ⋅ Abre sex. às 11:00,4.7,880,-23.523782699999998,-46.628600999999996,quinta-feira: 11:00–15:00; sexta-feira: 11:00–15:00; sábado: Fechado; domingo: Fechado; segunda-feira: 11:00–15:00; terça-feira: 11:00–15:00; quarta-feira: 11:00–15:00
01001000,1,TastelT Restaurante,http://tasteitrestaurante.com/,ChIJ4241WY1ZzpQRYuCzGu4arPc,"Rua Joinville, 515 - Vila Mariana, São Paulo - SP, 04008-001",São Paulo,SP,+55 11 5088-4000,Fecha em breve ⋅ 23:00 ⋅ Abre sex. às 12:00,4.7,818,-23.5823707,-46.650208299999996,quinta-feira: 12:00–15:00; quinta-feira: 19:00–23:00; sexta-feira: 12:00–15:00; sexta-feira: 19:00–23:00; sábado: 12:00–15:00; sábado: 19:00–23:00; domingo: 12:00–15:00; domingo: 19:00–23:00; segunda-feira: 12:00–15:00; segunda-feira: 19:00–23:00; terça-feira: 12:00–15:00; terça-feira: 19:00–23:00; quarta-feira: 12:00–15:00; quarta-feira: 19:00–23:00
01001000,3,Restaurante Yodo,,ChIJQfwECqlZzpQRwMl-4DZhOyM,"Rua Dona Júlia, 147 - Vila Mariana, São Paulo - SP, 04117-020",São Paulo,SP,,,4.8,5,-23.5543276,-46.634495099999995,
01001000,6,Seok Joung Restaurante,https://www.instagram.com/seokjoungrestaurante/,ChIJG7o1NWdYzpQRrgJDRSBMHMg,"Rua Correia de Melo, 135 - Bom Retiro, São Paulo - SP, 01123-020",São Paulo,SP,+55 11 3338-0737,Fechado ⋅ Abre sex. às 11:30,4.5,597,-23.5299806,-46.637719399999995,quinta-feira: 11:30–14:45; quinta-feira: 17:30–20:00; sexta-feira: 11:30–14:45; sexta-feira: 17:30–20:00; sábado: 11:30–14:45; sábado: 17:30–20:00; domingo: Fechado; segunda-feira: 11:30–14:45; segunda-feira: 17:30–20:00; terça-feira: 11:30–14:45; terça-feira: 17:30–20:00; quarta-feira: 11:30–14:45; quarta-feira: 17:30–20:00
01001000,7,Laxmi Culinária Indiana,,ChIJ26N7GHNZzpQRnUvpalN2-6Q,"Shopping Market Paulista, Av. Paulista, 1941 - 1 andar - Bela Vista, São Paulo - SP, 01310-200",São Paulo,SP,+55 11 3287-5592,Fechado ⋅ Abre sex. às 11:30,4.6,207,-23.559879499999997,-46.6593325,quinta-feira: 11:30–20:00; sexta-feira: 11:30–20:00; sábado: 11:30–20:00; domingo: 11:30–20:00; segunda-feira: Fechado; terça-feira: 11:30–20:00; quarta-feira: 11:30–20:00
01001000,8,Restaurante La Em Casa,,ChIJV-F2jHFYzpQRiwKyBtyH1SA,"R. Anhaia, 948 - Bom Retiro, São Paulo - SP, 01130-000",São Paulo,SP,,Fechado ⋅ Abre sex. às 11:00,4.3,38,-23.522223399999998,-46.646082899999996,quinta-feira: 11:00–15:40; sexta-feira: 11:00–15:40; sábado: 11:00–15:40; domingo: Fechado; segunda-feira: 11:00–15:40; terça-feira: 11:00–15:40; quarta-feira: 11:00–15:40
01001000,9,Restaurante Rodeio,,ChIJnariUIVZzpQRdASRqS4vMZ4,"Shopping Iguatemi, SP",São Paulo,SP,,,5,1,-23.5474385,-46.6317333,
01001000,10,Restaurante Sr. Chau - Comida Oriental,https://facebook.com/SrChau-1821084261330323/,ChIJoU6YKHpZzpQRH9FqV7-QRRo,"Rua Vergueiro, 1936 - Vila Mariana, São Paulo - SP, 04104-000",São Paulo,SP,+55 11 95040-7778,Fechado ⋅ Abre sex. às 11:00,4.6,186,-23.5792264,-46.6400742,quinta-feira: 11:00–15:00; sexta-feira: 11:00–15:00; sábado: 11:00–15:00; domingo: Fechado; segunda-feira: 11:00–15:00; terça-feira: 11:00–15:00; quarta-feira: 11:00–15:00
01001000,11,Restaurante Chinês,,ChIJrdsw52ZYzpQRSVo18c3c92c,"R. Guarani, 447 - Bom Retiro, São Paulo - SP, 01123-040",São Paulo,SP,,,,,-23.5276566,-46.638049699999996,
01001000,12,안골 숯불갈비 ANGOR Restaurante (korean barbeque),https://instagram.com/angor_restaurante?igshid=YmMyMTA2M2Y,ChIJzyGt9GBYzpQRTrGlOoidn7o,"R. Amazonas, 199 - Bom Retiro, São Paulo - SP, 01123-030",São Paulo,SP,+55 11 96601-1266,Fechado ⋅ Abre sex. às 17:00,4.3,387,-23.5279839,-46.6346086,quinta-feira: 17:00–21:30; sexta-feira: 17:00–21:30; sábado: 12:00–21:30; domingo: 12:00–21:30; segunda-feira: 17:00–21:30; terça-feira: 17:00–21:30; quarta-feira: Fechado
01001000,13,Five Restaurante,,ChIJCbhAzoNZzpQRYriv-Y9IJ7Q,"R. Machado de Assis, 328 - Vila Mariana, São Paulo - SP, 04106-000",São Paulo,SP,+55 11 5579-3502,Fechado ⋅ Abre sex. às 11:30,4.5,218,-23.5810133,-46.6347728,quinta-feira: 11:30–15:00; sexta-feira: 11:30–15:00; sábado: Fechado; domingo: Fechado; segunda-feira: 11:30–15:00; terça-feira: 11:30–15:00; quarta-feira: 11:30–15:00
01001000,4,Esquina Da Vila Restaurante,,ChIJWxJseoRZzpQRm8OxOnj0-Bs,"R. Dr. José de Queirós Aranha, 125 - Vila Mariana, São Paulo - SP, 04106-060",São Paulo,SP,+55 11 5084-8019,Fechado ⋅ Abre sex. às 12:00,4.6,503,-23.580537399999997,-46.6372399,quinta-feira: 12:00–15:00; sexta-feira: 12:00–15:00; sábado: 12:00–15:00; domingo: Fechado; segunda-feira: 12:00–15:00; terça-feira: 12:00–15:00; quarta-feira: 12:00–15:00
01001000,15,AC Consultoria e Gestão de Restaurante,,ChIJyRcgiTpZzpQRMEX7M3XslDw,"Rua 000, 00 - Mooca, São Paulo - SP, 03169-040",São Paulo,SP,,,,,-23.5524953,-46.596472,
01001000,16,Lavi's Restaurante e Bar,,ChIJ11sL9KlZzpQRg2envNXhqeI,"R. Líbero Badaró, 496 - 1 Andar - Centro Histórico de São Paulo, São Paulo - SP, 01010-001",São Paulo,SP,,,4.7,3,-23.5454766,-46.6355407,
01001000,17,Nattu Restaurante,https://natturestaurante.com.br/,ChIJAwVoPtVZzpQRGEwUJa_48oM,"Alameda Lorena, 1969 - Cerqueira César, São Paulo - SP, 01416-002",São Paulo,SP,+55 11 3062-2846,Fechado ⋅ Abre sex. à 00:00,4.1,599,-23.5612124,-46.6690555,quinta-feira: 12:00–16:00; quinta-feira: 18:00–22:00; sexta-feira: 00:00–16:00; sexta-feira: 18:00–22:00; sábado: 12:00–22:00; domingo: 12:00–21:00; segunda-feira: 12:00–16:00; segunda-feira: 18:00–22:00; terça-feira: 12:00–16:00; terça-feira: 18:00–22:00; quarta-feira: 12:00–16:00; quarta-feira: 18:00–22:00
01001000,18,Restaurante,,ChIJpyOraCr3zpQRtjSDrUPu2J0,"Av. Thomas Edison, 702 - Parque Industrial Tomas Edson, São Paulo - SP, 01140-001",São Paulo,SP,,,,,-23.5189304,-46.6688537,
01001000,19,Hotel e Restaurante Estudantil,,ChIJZ8GgGKFZzpQR1IzKZ5acZm8,"Rua Tamandaré, 553 - Aclimação, São Paulo - SP, 01525-001",São Paulo,SP,,,3.9,19,-23.5637699,-46.6346482,
01001000,2,Mikuy Wasi Restaurante Peruano,,ChIJNRhBwfBZzpQRsMKpKlojO2g,"R. São Caetano, 959 - Primero Andar - Brás, São Paulo - SP, 01104-001",São Paulo,SP,+55 11 96078-4602,Fechado ⋅ Abre sex. às 06:00,5,3,-23.535583799999998,-46.6237571,quinta-feira: 06:00–15:00; sexta-feira: 06:00–15:00; sábado: 06:00–15:00; domingo: Fechado; segunda-feira: 06:00–15:00; terça-feira: 06:00–15:00; quarta-feira: 06:00–15:00
01001000,20,GDM THAI - Culinária Tailândesa,https://www.ifood.com.br/delivery/sao-paulo-sp/gdm-thai-paraiso?promoCode=26889831&dishCode=26889831&,ChIJvecn571ZzpQRI5F2mJe0ySc,"R. Abílio Soares, 1347 - Paraíso, São Paulo - SP, 04005-002",São Paulo,SP,+55 11 5084-5378,Fechado ⋅ Abre sex. às 12:00,4.6,90,-23.579003999999998,-46.6534226,quinta-feira: 12:00–15:30; quinta-feira: 18:00–21:30; sexta-feira: 12:00–15:30; sexta-feira: 18:00–21:30; sábado: 12:00–15:30; sábado: 18:00–21:30; domingo: 12:00–15:30; segunda-feira: Fechado; terça-feira: 12:00–15:30; terça-feira: 18:00–21:30; quarta-feira: Fechado
01001000,5,Yellow Restaurante,https://bit.ly/YellowComidaCaseira,ChIJ01_spJFZzpQRqrIza3aV6iU,"Rua Coronel Oscar Porto, 1082 - Paraíso, São Paulo - SP, 04003-005",São Paulo,SP,+55 11 5084-6823,Fechado ⋅ Abre sex. às 11:30,4.6,93,-23.5784894,-46.644816299999995,quinta-feira: 11:30–14:30; sexta-feira: 11:30–14:30; sábado: Fechado; domingo: Fechado; segunda-feira: 11:30–14:30; terça-feira: 11:30–14:30; quarta-feira: 11:30–14:30
01001000,14,Restaurante da Fê,https://restaurantedafe.mistercheff.com.br/,ChIJ6eqbC0tZzpQR4wqyvoC65SQ,"Rua Marquês de Valença, 15 - Alto da Mooca, São Paulo - SP, 03182-040",São Paulo,SP,+55 11 99782-2539,Fechado ⋅ Abre sex. às 11:00,4.7,199,-23.5571582,-46.5954996,quinta-feira: 11:00–15:30; sexta-feira: 11:00–15:30; sábado: 11:00–15:30; domingo: Fechado; segunda-feira: 11:00–15:30; terça-feira: 11:00–15:30; quarta-feira: 11:00–15:30
01001000,1,Flor da Sé,,ChIJkbwScEJZzpQRtVQueYJR0Qk,"Praça da Sé - Sé, São Paulo - SP, 01001-000",São Paulo,SP,+55 11 98234-3913,Fechado ⋅ Abre sex. às 06:00,5,2,-23.5489447,-46.6329578,quinta-feira: 06:00–22:00; sexta-feira: 06:00–22:00; sábado: 06:00–22:00; domingo: Fechado; segunda-feira: 06:00–22:00; terça-feira: 06:00–22:00; quarta-feira: 06:00–22:00
01001000,2,Restaurante São Paulo Express,,ChIJicTSNihazpQRFuUy2Fp4VUA,"R. Humberto I, 1070 - Vila Mariana, São Paulo - SP, 04018-033",São Paulo,SP,,Fechado ⋅ Abre sex. às 11:00,4.1,36,-23.5890578,-46.6396744,quinta-feira: 11:00–15:00; sexta-feira: 11:00–15:00; sábado: 11:00–15:00; domingo: Fechado; segunda-feira: 11:00–15:00; terça-feira: 11:00–15:00; quarta-feira: 11:00–15:00
01001000,5,"AL MIMAS RESTAURANTE, BAR E CAFE",,ChIJ-eSC2MdXzpQRHgfIZk19M34,"R. Fradique Coutinho, 817 - Vila Madalena, São Paulo - SP, 05416-011",São Paulo,SP,+55 11 3819-0332,Fechado ⋅ Abre sex. às 11:15,5,702,-23.5601415,-46.6888955,quinta-feira: 11:15–15:15; sexta-feira: 11:15–15:15; sábado: 11:15–16:00; domingo: 11:15–16:00; segunda-feira: Fechado; terça-feira: 11:15–15:15; quarta-feira: 11:15–15:15
01001000,6,restaurante,,ChIJK5nEq45ZzpQRVx4odBd7CUI,"R. Chuí, 138 - Vila Mariana, São Paulo - SP, 04104-051",São Paulo,SP,,,,,-23.575681,-46.637730999999995,
